Dimensions,7
Normalised,20
evals,500
key,dist,emissions,MicroDepots,byMD,Bikes,Walkers,EVs,time,ActualEmissions,ActualMD,ActualByMD,ActualBikes,ActualWalkers,ActualEVs,ActualTime,sol
18:2:10:1:1:1:7,2777.94,18,2,10,1,1,1,7,105.54,4.00,48.65,2.00,0.00001,2.00,5932155.00,S1C30SC48SC29SC28SC49SC27SC26SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC5SC24SC20SC19SC2SC21SC22SC23SC44SC51SC50SC52SC53SC54SC55SC56SC61SC62SC63SD17C71EC72EC68EC67EC1EC18EC3EC4EC25ED23C73BC70BD26C31BC47BC32BC33BC34BC35BC36BC37BC38BC39BC40BC41BC42BC43BC45BC46BC57BC58BC59BC60BD4C64EC74EC65EC66EC69E
18:2:10:1:1:1:4,2612.65,18,2,10,1,1,1,4,102.16,3.00,50.00,1.00,0.00001,2.00,4856062.00,S1C38SC39SC41SC42SC43SC46SC45SC44SC40SC37SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC24SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD1C68EC67EC69ED6C64BC74BC70BD35C71EC72EC73EC65EC66EC1EC18EC3EC4EC25EC20EC19EC2EC21EC22EC23EC5EC32EC31EC47EC30EC48EC29EC28EC49EC27EC26EC33EC34EC35EC36E
13:5:18:2:1:1:20,2678.11,13,5,18,2,1,1,20,74.11,8.00,91.89,6.00,2.00,1.00,12648832.00,S1C6SC7SC9SC10SC11SC8SD20C31BC47BC30BC48BC29BC43BC45BC46BC57BC58BC59BC60BC56BC26BC27BC49BC28BC55BC54BC53BD21C18BC3BC4BC20BC19BC25BC2BC21BC22BC5BC23BC24BC32BD22C65BD22C70BC73BD25C12WC17WD9C72WC71WD3C33BC34BC35BC36BC37BC38BC39BC40BC41BC42BC44BC61BC52BC50BC51BC62BC63BC14BC15BC13BC16BD2C64BC74BC66BD18C68EC67EC69EC1E
18:2:10:1:1:1:6,2770.17,18,2,10,1,1,1,6,103.70,3.00,51.35,2.00,0.00001,2.00,5560181.00,S1C1SC21SC22SC23SC5SC24SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC30SC48SC29SC28SC49SC27SC26SC44SC51SC50SC52SC53SC54SC55SC56SC61SC62SC63SD6C31BC47BC32BC33BC34BC35BC36BC37BC38BC39BC40BC41BC42BC43BC45BC46BC57BC58BC59BC60BD7C64EC74EC70EC73EC65EC66ED4C71EC72EC69EC68ED4C67BC18BC3BC4BC20BC19BC25BC2B
18:2:10:1:1:1:5,2616.87,18,2,10,1,1,1,5,101.07,3.00,50.00,1.00,0.00001,2.00,5027349.00,S1C38SC39SC41SC42SC43SC46SC45SC44SC40SC37SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC24SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD19C68EC67EC69ED29C73EC65EC66EC71EC72EC1EC18EC3EC4EC25EC20EC19EC2EC21EC22EC23EC5EC32EC31EC47EC30EC48EC29EC28EC49EC27EC26EC33EC34EC35EC36ED4C64BC74BC70B
20:7:11:2:1:3:20,12226.35,20,7,11,2,1,3,20,123.78,13.00,52.70,7.00,2.00,12.00,11717047.00,S1C40SC42SC43SC46SC45SC44SC12SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC28SC49SC27SC26SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD16C71EC72ED21C29ED21C37ED21C5WC23WC24WC17WD15C35EC36ED34C68EC67ED34C66BD34C2BD33C69EC73EC65ED20C20BC19BD25C74BC70BD27C64ED27C21BC22BD8C30ED2C25WD2C48ED2C31BC47BC32BD1C38EC39EC41ED4C18BC3BD4C33EC34ED29C1EC4E
18:3:9:1:1:2:4,5919.75,18,3,9,1,1,2,4,103.54,6.00,47.30,1.00,0.00001,6.00,4901019.00,S1C38SC39SC41SC42SC43SC46SC45SC44SC40SC37SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC24SC27SC26SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD30C68EC67EC69ED25C70EC73EC65EC66EC71EC72EC1EC18EC3EC4EC25EC20EC19EC2EC21EC22EC23EC5EC32EC31EC47EC30EC48EC29EC28EC49ED6C33EC34ED6C35BD7C64ED28C74ED14C36E
18:3:16:1:1:1:3,3089.26,18,3,16,1,1,1,3,101.51,6.00,79.73,3.00,2.00,2.00,4426524.00,S1C44SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC63SC61SD17C66WD17C71WC72WD15C24BD1C39BC40BC41BC42BC43BC45BC46BC57BC58BC59BC60BC56BC55BC54BC53BC52BC50BC51BC62BD6C73EC65EC1EC18EC3EC4EC25EC20EC19EC2EC21EC22EC23EC5EC32EC31EC47EC30EC48EC29EC28EC49EC27EC26EC33EC34EC35EC36EC37EC38ED4C64BC74BC70BD32C68EC67EC69E
18:3:16:1:1:1:4,3147.68,18,3,16,1,1,1,4,102.12,6.00,79.73,4.00,1.00,2.00,4753914.00,S1C44SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC63SC61SD15C24BD10C74BC70BD25C65EC66EC1EC18EC3EC4EC25EC20EC19EC2EC21EC22EC23EC5EC32EC31EC47EC30EC48EC29EC28EC49EC27EC26EC33EC34EC35EC36EC37EC38ED25C39BC40BC41BC42BC43BC45BC46BC57BC58BC59BC60BC56BC55BC54BC53BC52BC50BC51BC62BD4C64BC73BD2C71WC72WD29C68EC67EC69E
18:4:16:1:1:1:20,2560.90,18,4,16,1,1,1,20,102.05,7.00,79.73,5.00,2.00,1.00,13492337.00,S1C44SC12SC6SC7SC9SC10SC11SC8SC51SC50SC52SC53SC62SC63SC61SD20C66BC73BD8C64BC74BC70BD2C18BC3BC4BC20BC19BC25BC2BC21BC22BC5BC23BC24BC32BD5C31WC47WC30WC48WC29WC43WC45WD18C68EC67EC69ED18C1WC16WC17WC15WC13WC14WD30C65BC71BC72BD31C33BC34BC35BC36BC37BC38BC39BC40BC41BC42BC46BC57BC58BC59BC60BC56BC26BC27BC49BC28BC55BC54B
6:6:20:1:1:3:7,8588.45,6,6,20,1,1,3,7,37.32,11.00,100.00,1.00,0.00001,10.00,6104854.00,S1D15C68EC67ED18C66EC1EC18EC3EC4EC25EC20EC19EC2EC21EC22EC23EC5EC32EC31EC47EC30EC48EC29EC28EC49EC27EC26EC33EC34EC35EC36EC37EC38EC39EC41EC42EC43EC46EC45EC44EC40EC12EC17EC16EC14EC15EC13EC6EC7EC9EC10EC11EC8ED14C69ED7C64ED6C71ED4C70ED22C65ED23C73ED24C72ED26C74ED32C24BC57BC58BC59BC60BC56BC55BC54BC53BC52BC50BC51BC62BC63BC61B
18:3:14:1:1:1:18,2876.86,18,3,14,1,1,1,18,101.62,5.00,71.62,1.00,2.00,2.00,11222186.00,S1C44SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC24SC51SC50SC52SC53SC62SC63SC61SD16C31WC47WC30WC48WC29WC43WC45WD15C33BC34BC35BC36BC37BC38BC39BC40BC41BC42BC46BC57BC58BC59BC60BC56BC26BC27BC49BC28BC55BC54BD24C73EC65EC66EC74EC70EC64EC1EC18EC3EC4EC25EC20EC19EC2EC21EC22EC23EC5EC32ED14C71WC72WD32C68EC67EC69E
20:13:9:1:1:6:20,20441.26,20,13,9,1,1,6,20,143.63,23.00,47.30,1.00,3.00,23.00,14088215.00,S1C27SC49SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC5SC25SC20SC19SC2SC21SC22SC23SC24SC45SC44SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD16C26ED13C18EC3ED12C39ED21C1WD15C67BD34C68ED20C36ED22C65EC66ED11C30ED11C40ED9C70ED8C74ED3C42EC43EC46ED7C64WD5C31EC47ED4C73ED4C38ED2C41ED14C69ED1C32EC33ED1C34ED24C72ED25C4WD27C37ED26C35ED35C71ED35C48EC29EC28E
18:3:14:1:1:1:17,4777.17,18,3,14,1,1,1,17,104.98,6.00,70.27,4.00,1.00,4.00,10700753.00,S1C29SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC44SC51SC50SC52SC53SC54SC55SC61SC62SC63SD15C71EC72EC73ED15C30WC48WD35C68EC67EC69ED9C33BC34BC35BC36BC37BC38BC39BC40BC41BC42BC43BC45BC46BC57BC58BC59BC60BC56BC26BC27BC49BC28BD2C64BC74BC70BD2C18BC3BC4BC20BC19BC25BC2BC21BC22BC5BC23BC24BC32BD14C31BC47BD14C1EC12ED27C65EC66E
6:6:20:1:1:3:5,8805.25,6,6,20,1,1,3,5,32.42,10.00,100.00,2.00,0.00001,10.00,5397475.00,S1D16C57BC58BC59BC60BC62BC63BC61BD17C69EC66ED15C68ED15C67ED18C31EC47EC32EC33EC34EC35EC36EC37EC38EC39EC41EC42EC43EC46EC45EC44EC40EC30EC48EC29EC28EC49EC27EC26EC12EC17EC16EC14EC15EC13EC6EC7EC9EC10EC11EC8EC5EC25EC20EC19EC2EC21EC22EC23EC3EC4EC24EC51EC50EC52EC53EC54EC55EC56ED2C70ED10C71EC72ED8C64BD4C1EC18ED22C65ED26C73ED26C74E
18:3:14:1:1:1:16,2972.18,18,3,14,1,1,1,16,102.44,6.00,71.62,1.00,4.00,2.00,10328379.00,S1C44SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC24SC51SC50SC52SC53SC62SC63SC61SD17C71EC73EC65EC74EC70EC1EC18EC3EC4EC25EC20EC19EC2EC21EC22EC23EC5EC32EC31EC47EC30EC48EC29EC28EC49ED24C72WD9C64WD18C33WD35C66WD35C68EC67EC69ED29C34BC35BC36BC37BC38BC39BC40BC41BC42BC43BC45BC46BC57BC58BC59BC60BC56BC26BC27BC55BC54B
19:3:7:1:1:1:20,2254.78,19,3,7,1,1,1,20,111.68,6.00,33.78,4.00,1.00,1.00,12157746.00,S1C1SC23SC22SC5SC24SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC36SC37SC38SC39SC41SC42SC43SC46SC45SC44SC40SC30SC48SC29SC28SC49SC27SC26SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD16C71BC72BC65BD10C66BC18BC3BC4BC20BC19BC25BC2BC21BD23C73BD3C64BC74BC70BD33C68EC67EC69ED35C31WC47WC32WC33WC34WC35W
6:6:20:1:1:3:6,8732.14,6,6,20,1,1,3,6,35.79,11.00,100.00,0.00001,1.00,10.00,5537129.00,S1D17C71ED13C69ED23C73EC65ED9C31EC47EC32EC33EC34EC35EC36EC37EC38EC39EC41EC42EC43EC46EC45EC44EC40EC30EC48EC29EC28EC49EC27EC26EC12EC17EC16EC14EC15EC13EC6EC7EC9EC10EC11EC8EC5EC25EC20EC19EC2EC21EC22EC23EC18EC3EC4EC24EC51EC50EC52EC53EC54ED2C62EC63EC55EC56EC57EC58EC59EC60EC61ED14C64ED7C72WD4C67EC1ED28C70EC66ED26C74ED35C68E
6:6:20:1:1:3:4,8684.38,6,6,20,1,1,3,4,33.94,10.00,100.00,0.00001,1.00,10.00,4618452.00,S1D15C68ED22C65ED23C73ED25C66EC69EC1EC18EC3EC4EC25EC20EC19EC2EC21EC22EC23EC5EC32EC31EC47EC30EC48EC29EC28EC49EC27EC26ED10C74EC70ED10C34EC35EC36EC37EC38EC39EC41EC42EC43EC46EC45EC44EC40EC12EC17EC16EC14EC15EC13EC6EC7EC9EC10EC11EC8EC24EC51EC50EC52EC53EC54EC55EC56EC57EC58EC59EC60EC61EC62EC63ED8C64ED14C33ED6C72WD26C71ED31C67E
13:5:18:2:1:1:19,3670.54,13,5,18,2,1,1,19,77.31,9.00,87.84,6.00,3.00,2.00,11362080.00,S1C12SC13SC14SC6SC7SC9SC10SC11SC8SD20C66WD21C65EC74EC64EC1EC18EC3EC4EC25EC20EC19ED12C2BC21BD24C72WD23C22BD5C5BD5C31BC47BC32BC33BC34BC35BC36BC37BC38BC39BC40BC41BC42BC43BC45BC46BC57BC58BC59BC60BD14C71BC73BC70BD1C68EC67EC69ED18C30BC48BC29BC28BC49BC27BC26BC56BC55BC54BC53BC52BC50BC51BC62BC63BC61BC44BD18C23WC24WC17WC16WC15W
20:5:9:2:1:1:9,2541.76,20,5,9,2,1,1,9,118.08,8.00,44.59,6.00,2.00,1.00,6876670.00,S1C1SC4SC25SC20SC19SC2SC21SC22SC23SC5SC24SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC30SC48SC29SC28SC49SC27SC26SC44SC51SC50SC52SC53SC54SC55SC56SC61SC62SC63SD34C68EC67EC69ED24C73BC70BD11C72WD9C74BD2C65BC18BC3BD2C31BC47BC32BC33BC34BC35BC36BC37BC38BC39BC40BC41BC42BC43BC45BC46BC57BC58BC59BC60BD14C66WD4C71BD5C64B
20:5:9:2:1:1:8,2542.17,20,5,9,2,1,1,8,122.42,9.00,43.24,6.00,2.00,1.00,6363019.00,S1C1SC3SC4SC25SC20SC19SC2SC21SC22SC23SC5SC24SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC30SC48SC29SC28SC49SC27SC26SC44SC51SC50SC52SC53SC54SC55SC56SC61SC62SC63SD15C68EC67EC69ED13C66WD24C72BC73BD10C64BD9C71WD1C18BD33C31BC47BC32BC33BC34BC35BC36BC37BC38BC39BC40BC41BC42BC43BC45BC46BC57BC58BC59BC60BD28C74BC70BD26C65B
20:5:9:2:1:1:7,2479.42,20,5,9,2,1,1,7,113.90,8.00,44.59,6.00,1.00,1.00,6329658.00,S1C1SC4SC25SC20SC19SC2SC21SC22SC23SC5SC24SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC30SC48SC29SC28SC49SC27SC26SC44SC51SC50SC52SC53SC54SC55SC56SC61SC62SC63SD17C65BC18BC3BD12C71WC72WD11C31BC47BC32BC33BC34BC35BC36BC37BC38BC39BC40BC41BC42BC43BC45BC46BC57BC58BC59BC60BD8C74BD3C64BD7C73BC70BD2C66BD33C68EC67EC69E
20:5:9:2:1:1:6,2612.72,20,5,9,2,1,1,6,116.29,9.00,47.30,6.00,2.00,1.00,5865227.00,S1C1SC4SC25SC20SC19SC2SC21SC22SC23SC5SC24SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC30SC48SC29SC28SC49SC27SC44SC51SC50SC52SC53SC54SC55SC61SC62SC63SD16C47BC32BC33BC34BC35BC36BC37BC38BC39BC40BC41BC42BC43BC45BC46BC57BC58BC59BC60BC56BC26BD13C66BD21C71WC72WD25C70BC73BD6C74BD3C64WD9C31BD31C65BC18BC3BD32C68EC67EC69E
20:5:3:1:1:2:7,5571.38,20,5,3,1,1,2,7,119.42,8.00,13.51,1.00,1.00,6.00,6300823.00,S1C69SC1SC18SC3SC4SC25SC20SC19SC2SC21SC22SC23SC5SC32SC31SC47SC30SC48SC29SC28SC49SC27SC26SC33SC34SC35SC36SC37SC38SC39SC41SC42SC43SC46SC45SC44SC40SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC24SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD15C68ED22C65ED23C73ED25C66BC67BD6C64WD28C70EC71ED24C72ED8C74E
19:5:13:1:1:2:7,5920.19,19,5,13,1,1,2,7,110.26,8.00,63.51,2.00,0.00001,6.00,6175352.00,S1C30SC48SC29SC28SC49SC27SC26SC6SC7SC9SC10SC11SC8SC13SC14SC15SC44SC51SC50SC52SC53SC54SC55SC56SC61SC62SC63SD23C73ED9C74EC70EC65EC66ED8C31BC47BC32BC33BC34BC35BC36BC37BC38BC39BC40BC41BC42BC43BC45BC46BC57BC58BC59BC60BD1C68EC67EC69ED5C64EC71ED28C1EC18ED26C72ED29C3BC4BC20BC19BC25BC2BC21BC22BC5BC23BC24BC12BC17BC16B
18:4:16:1:1:1:19,3958.48,18,4,16,1,1,1,19,101.31,7.00,79.73,3.00,1.00,3.00,11547854.00,S1C44SC6SC7SC9SC10SC11SC8SC16SC14SC15SC13SC51SC62SC63SC61SD16C37BC39BC40BC41BC42BC43BC45BC46BC57BC58BC59BC60BC56BC55BC54BC53BC52BC50BD8C64BC74BC70BD2C38ED1C24WC17WD18C71EC72EC73EC65EC66EC1EC18EC3EC4EC25EC20EC19EC2EC21EC22EC23EC5EC32EC31EC47EC30EC48EC29EC28EC49EC27EC26EC33EC34EC35EC36ED33C68EC67EC69ED4C12B
20:5:3:1:1:2:9,5570.83,20,5,3,1,1,2,9,122.39,8.00,14.86,0.00001,2.00,6.00,6857044.00,S1C1SC18SC3SC4SC25SC20SC19SC2SC21SC22SC23SC5SC32SC31SC47SC30SC48SC29SC28SC49SC27SC26SC33SC34SC35SC36SC37SC38SC39SC41SC42SC43SC46SC45SC44SC40SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC24SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD24C72WD25C70WD10C68ED9C71EC65EC66EC69ED2C67ED5C64ED28C74ED26C73E
20:5:3:1:1:2:8,5544.91,20,5,3,1,1,2,8,117.27,8.00,14.86,0.00001,2.00,6.00,6346566.00,S1C1SC18SC3SC4SC25SC20SC19SC2SC21SC22SC23SC5SC32SC31SC47SC30SC48SC29SC28SC49SC27SC26SC33SC34SC35SC36SC37SC38SC39SC41SC42SC43SC46SC45SC44SC40SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC24SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD16C71ED17C69EC73ED10C74ED25C70WD6C68EC67ED7C64ED4C72WD27C65EC66E
19:5:13:1:1:2:4,5997.42,19,5,13,1,1,2,4,109.42,8.00,64.86,3.00,0.00001,6.00,4854384.00,S1C30SC48SC29SC28SC49SC27SC26SC6SC7SC9SC10SC11SC8SC13SC14SC44SC51SC50SC52SC53SC54SC55SC56SC61SC62SC63SD16C4BC20BC19BC25BC2BC21BC22BC5BC23BC24BC12BC17BC16BC15BD15C68ED35C67BD31C31BC47BC32BC33BC34BC35BC36BC37BC38BC39BC40BC41BC42BC43BC45BC46BC57BC58BC59BC60BD2C71EC72EC65EC66EC69EC1EC18EC3ED9C73ED3C74ED3C70ED7C64E
7:9:20:3:2:2:20,8003.37,7,9,20,3,2,2,20,37.66,15.00,100.00,10.00,6.00,6.00,12959172.00,S1D16C69EC71ED17C4WC20WC19WC25WD21C32WC33WD21C22WD15C47BD20C2BC21BD24C66BC67BD24C39EC41EC42EC43EC46EC45EC44EC40EC12EC16EC14EC15EC13EC6EC7EC9EC10EC11EC8EC28EC49EC27EC26EC51EC50EC52EC53EC54EC55EC56EC57EC58ED11C34ED3C64WD3C30BC48BD3C23WC24WC17WD4C74EC70EC73EC65ED2C18BC3BD2C5BD14C68EC1ED14C31BD1C35EC36EC37ED19C59BC60BC62BC63BC61BD33C29WD27C72BD27C38B
19:5:13:1:1:2:6,6118.34,19,5,13,1,1,2,6,110.51,9.00,63.51,3.00,0.00001,6.00,5511692.00,S1C34SC35SC36SC37SC38SC39SC41SC42SC40SC44SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC51SC50SC62SC63SC61SD17C69ED15C72ED18C68EC67EC73EC65EC66EC71ED1C18BC3BC4BC20BC19BC25BC2BC21BC22BC5BC23BC24BC32BC33BD10C70EC1ED7C64ED4C74BD35C31ED32C47BC30BC48BC29BC43BC45BC46BC57BC58BC59BC60BC56BC26BC27BC49BC28BC55BC54BC53BC52B
14:3:19:2:1:1:20,3282.19,14,3,19,2,1,1,20,82.69,6.00,94.59,6.00,1.00,2.00,12669015.00,S1C62SC63SC61SC60SD13C71BD12C73BD19C66BC70BD19C68EC67EC69ED2C56WC55WC54WC57WC58WC59WD4C74BD4C65BC72BD5C64BD5C1EC18EC3EC4EC25EC20EC19EC2EC21EC22EC23EC5EC32EC31EC47EC30EC48EC29EC28EC49EC27EC26EC33EC34EC35EC36EC37EC38EC39EC41EC42EC43EC46EC45EC44EC40EC12EC17EC16EC14EC15EC13EC6EC7EC9EC10EC11EC8EC24EC51EC50EC52EC53E
19:5:13:1:1:2:5,5814.71,19,5,13,1,1,2,5,106.96,8.00,64.86,1.00,1.00,6.00,5061356.00,S1C51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SC5SC24SC21SC22SC23SC2SC6SC7SC9SC10SC11SC8SD15C68ED19C67EC69EC71EC66EC70EC1EC18EC3EC4EC25EC20EC19ED22C65ED11C74ED9C73BD14C64ED24C72WD31C31EC47EC32EC33EC34EC35EC36EC37EC38EC39EC41EC42EC43EC46EC45EC44EC40EC30EC48EC29EC28EC49EC27EC26EC12EC17EC16EC14EC15EC13E
16:2:17:1:1:1:4,2960.01,16,2,17,1,1,1,4,89.29,4.00,85.14,3.00,0.00001,2.00,4554131.00,S1C44SC9SC10SC51SC50SC52SC53SC54SC62SC63SC61SD12C71EC72EC73EC65EC74EC64EC1EC18EC3EC4EC25EC20EC19EC2EC21EC22EC23EC5EC32EC31EC47EC30EC48EC29EC28ED12C24BC12BC17BC16BC15BC13BC14BC6BC11BC7BC8BD33C68EC67EC69ED30C33BC34BC35BC36BC37BC38BC39BC40BC41BC42BC43BC45BC46BC57BC58BC59BC60BC56BC26BC27BC49BC55BD32C66BC70B
20:10:6:2:1:3:19,10434.08,20,10,6,2,1,3,19,127.38,18.00,31.08,8.00,4.00,10.00,11662895.00,S1C30SC48SC29SC28SC49SC27SC26SC36SC37SC38SC39SC41SC42SC43SC46SC45SC44SC40SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC25SC21SC22SC23SC19SC2SC24SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD17C69ED17C4BD21C1ED21C34WD15C68ED20C5WD22C65ED11C32ED10C74ED10C70ED9C73BD3C72BD7C20BD5C64ED28C35ED24C31BC47BD12C66WD12C33WD18C3BD1C71BD14C67ED2C18B
19:7:9:1:1:1:20,4951.01,19,7,9,1,1,1,20,111.97,12.00,47.30,4.00,4.00,4.00,12515331.00,S1C30SC48SC29SC28SC49SC27SC26SC38SC39SC41SC42SC43SC46SC45SC44SC40SC37SC6SC7SC9SC10SC11SC8SC13SC14SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD16C18WC3WD17C4BC20BC19BC25BC2BC21BC22BC5BC23BC24BC12BC17BC16BC15BD24C69EC68EC67EC1ED11C74BD9C72WD8C73BC70BD3C64BD7C65ED6C66ED2C71ED35C31WD31C47WC32WC33WC34WC35WC36W
17:7:18:2:1:1:5,5802.94,17,7,18,2,1,1,5,97.75,12.00,91.89,6.00,1.00,5.00,5230270.00,S1C44SC9SC10SC62SC63SC61SD17C69ED13C71BD21C24BC12BC17BC16BC15BC13BC14BC6BC11BC7BC8BD22C65ED11C72WD10C36EC37ED9C35BD4C74BD5C64ED28C73EC70EC68EC1EC18EC3EC4EC25EC20EC19EC2EC21EC22EC23EC5EC32EC31EC47EC30EC48EC29EC28EC49EC27EC26EC33EC34ED34C38BC39BC40BC41BC42BC43BC45BC46BC57BC58BC59BC60BC56BC55BC54BC53BC52BC50BC51BD30C66BC67B
17:5:15:1:1:2:19,5929.43,17,5,15,1,1,2,19,99.78,9.00,72.97,1.00,2.00,6.00,11389789.00,S1C51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SC6SC7SC9SC10SC11SC8SD17C5WC23WC24WC22WC21WC2WD15C68ED22C65ED11C74ED9C73BD14C64ED27C70EC71EC66EC69EC67EC1EC18EC3EC4EC25EC20EC19ED24C72WD31C31EC47EC32EC33EC34EC35EC36EC37EC38EC39EC41EC42EC43EC46EC45EC44EC40EC30EC48EC29EC28EC49EC27EC26EC12EC17EC16EC14EC15EC13E
17:5:15:1:1:2:18,5913.17,17,5,15,1,1,2,18,95.21,8.00,75.68,1.00,2.00,6.00,11128481.00,S1C51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SC13SC15SC9SC10SD16C71EC73ED17C69ED24C72WD7C64ED4C6BC11BC7BC8BD1C24WD33C68EC67ED35C65ED35C74EC70EC66EC1EC18EC3EC4EC25EC20EC19EC2EC21EC22EC23EC5EC32EC31EC47EC30EC48EC29EC28EC49EC27EC26EC33EC34EC35EC36EC37EC38EC39EC41EC42EC43EC46EC45EC44EC40EC12EC17EC16EC14E
17:5:15:1:1:2:17,7108.41,17,5,15,1,1,2,17,99.37,8.00,74.32,3.00,2.00,7.00,10671925.00,S1C41SC42SC44SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC51SC62SC63SC61SD16C71ED16C33ED21C1WD21C18WD20C67EC69EC73EC65ED8C70ED8C64ED7C74BD6C30BC48BC29BC43BC45BC46BC57BC58BC59BC60BC56BC26BC27BC49BC28BC55BC54BC53BC52BC50BD4C72EC66EC68ED4C31EC47EC32ED27C3BC4BC20BC19BC25BC2BC21BC22BC5BC23BC24BC34BC35BC36BC37BC38BC39BC40B
17:5:15:1:1:2:16,6449.53,17,5,15,1,1,2,16,97.35,8.00,75.68,3.00,2.00,6.00,10115570.00,S1C42SC44SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC51SC62SC63SC61SD16C69EC73EC65EC66EC71ED16C72BC70BC74BD15C68EC67ED15C4BC20BC19BC25BC2BC21BC22BC5BC23BC24BC33BC34BC35BC36BC37BC38BC39BC40BC41BD18C18WC3WD24C1ED22C31ED6C64WD6C32ED5C30BC48BC29BC43BC45BC46BC57BC58BC59BC60BC56BC26BC27BC49BC28BC55BC54BC53BC52BC50BD4C47E
20:3:9:1:1:1:9,2354.23,20,3,9,1,1,1,9,119.55,6.00,44.59,4.00,2.00,1.00,6953437.00,S1C1SC4SC25SC20SC19SC2SC21SC22SC23SC5SC24SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC30SC48SC29SC28SC49SC27SC26SC44SC51SC50SC52SC53SC54SC55SC56SC61SC62SC63SD20C66BC73BD24C31BC47BC32BC33BC34BC35BC36BC37BC38BC39BC40BC41BC42BC43BC45BC46BC57BC58BC59BC60BD9C72WD2C71WD2C65BC18BC3BD4C64BC74BC70BD35C68EC67EC69E
20:3:9:1:1:1:7,2270.03,20,3,9,1,1,1,7,114.40,6.00,44.59,4.00,1.00,1.00,5930551.00,S1C1SC4SC25SC20SC19SC2SC21SC22SC23SC5SC24SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC30SC48SC29SC28SC49SC27SC26SC44SC51SC50SC52SC53SC54SC55SC56SC61SC62SC63SD16C31BC47BC32BC33BC34BC35BC36BC37BC38BC39BC40BC41BC42BC43BC45BC46BC57BC58BC59BC60BD12C71WC72WD10C65BC18BC3BD3C64BC74BC70BD18C68EC67EC69ED35C66BC73B
20:3:9:1:1:1:8,2295.93,20,3,9,1,1,1,8,118.60,6.00,44.59,4.00,1.00,1.00,6570668.00,S1C1SC4SC25SC20SC19SC2SC21SC22SC23SC5SC24SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC30SC48SC29SC28SC49SC27SC26SC44SC51SC50SC52SC53SC54SC55SC56SC61SC62SC63SD20C66BC73BD6C31BC47BC32BC33BC34BC35BC36BC37BC38BC39BC40BC41BC42BC43BC45BC46BC57BC58BC59BC60BD4C64BC74BC70BD2C71WC72WD33C68EC67EC69ED35C65BC18BC3B
