Dimensions,7
Normalised,20
evals,500
key,dist,emissions,MicroDepots,byMD,Bikes,Walkers,EVs,time,ActualEmissions,ActualMD,ActualByMD,ActualBikes,ActualWalkers,ActualEVs,ActualTime,sol
14:3:16:1:1:1:3,2800.39,14,3,16,1,1,1,3,82.09,5.00,78.38,3.00,0.00001,2.00,4367259.00,S1C51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SC24SC8SD13C67EC1EC18EC3EC4EC25EC20EC19EC2EC21EC22EC23EC5EC32EC31EC47EC30EC48EC29EC28EC49EC27EC26EC33EC34EC35EC36EC37EC38EC39EC41EC42EC43EC46EC45EC44EC40EC12EC17EC16EC14EC15EC13EC6EC7EC9EC10EC11ED24C72BC65BD10C73BD28C74BC70BD27C71EC66EC69EC64EC68E
14:3:16:1:1:1:8,2977.20,14,3,16,1,1,1,8,82.90,5.00,81.08,4.00,1.00,2.00,6392409.00,S1C51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD33C66WD35C65BD35C68EC67EC69ED9C71BD4C73BD4C72EC1EC18EC3EC4EC25EC20EC19EC2EC21EC22EC23EC5EC32EC31EC47EC30EC48EC29EC28EC49EC27EC26EC33EC34EC35EC36EC37EC38EC39EC41EC42EC43EC46EC45EC44EC40EC12EC17EC16EC14EC15EC13EC6EC7EC9EC10EC11EC8EC24ED5C64BC74BC70B
13:5:20:1:1:2:20,5914.94,13,5,20,1,1,2,20,75.02,8.00,98.65,0.00001,3.00,6.00,13182936.00,S1C61SD16C69EC73EC65EC66EC71ED15C68EC67ED24C72ED23C56WC55WC54WC53WC52WD8C74ED2C51ED14C57WC58WC59WC60WC62WC63WC50WD6C64WD6C70EC1EC18EC3EC4EC25EC20EC19EC2EC21EC22EC23EC5EC32EC31EC47EC30EC48EC29EC28EC49EC27EC26EC33EC34EC35EC36EC37EC38EC39EC41EC42EC43EC46EC45EC44EC40EC12EC17EC16EC14EC15EC13EC6EC7EC9EC10EC11EC8EC24E
20:9:8:2:1:3:20,10068.11,20,9,8,2,1,3,20,119.95,16.00,39.19,7.00,3.00,10.00,14363654.00,S1C35SC36SC37SC38SC39SC41SC42SC43SC46SC45SC44SC40SC30SC48SC29SC28SC49SC27SC26SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD17C31BD21C69ED21C5BD15C68ED15C1ED20C3BC4BD22C65ED25C74ED10C73ED10C71ED9C70BD9C32WC33WD3C66BD7C34BD5C64ED4C72WD14C67ED18C18BD19C47ED28C25WC19WC20WC2WC21WC22WC23WC24W
14:3:16:1:1:1:6,4896.28,14,3,16,1,1,1,6,83.23,6.00,79.73,1.00,1.00,5.00,5844117.00,S1C51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SC24SD17C71WC72WD13C69ED15C68EC67ED22C65ED10C74ED2C64BC73BC70BD2C66EC1EC18EC3EC4EC25EC20EC19EC2EC21EC22EC23EC5EC32EC31EC47EC30EC48EC29EC28EC49EC27EC26EC33EC34EC35EC36EC37EC38EC39EC41EC42EC43EC46EC45EC44EC40EC12EC17EC16EC14EC15EC13EC6EC7EC9EC10EC11EC8E
15:3:16:1:1:2:18,5857.88,15,3,16,1,1,2,18,85.15,6.00,78.38,0.00001,1.00,6.00,11088775.00,S1C51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SC23SC22SD17C31ED17C47WC32WC33WC34WC35WC36WD12C30EC48EC29EC28EC49EC27EC26EC38EC39EC41EC42EC43EC46EC45EC44EC40EC37EC12EC17EC16EC14EC15EC13EC6EC7EC9EC10EC11EC8EC5EC24ED8C71EC72ED7C69ED4C64EC74EC70EC73EC65EC66ED27C68EC67EC1EC18EC3EC4EC25EC20EC19EC2EC21E
15:3:16:1:1:2:19,6895.99,15,3,16,1,1,2,19,85.06,6.00,78.38,1.00,1.00,7.00,11600247.00,S1C26SC27SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD15C68ED15C67EC69ED15C36EC37EC38EC39EC41EC42EC43EC46EC45EC44EC40EC12EC17EC16EC14EC15EC13EC6EC7EC9EC10EC11EC8EC5EC24EC23EC22EC29EC28EC49ED24C1ED11C31WC47WC32WC33WC34WC35WD9C74EC70EC73EC65EC66ED4C64BC71BC72BC18BC3BC4BC20BC19BC25BC2BC21BD4C48ED26C30E
13:5:20:1:1:2:19,6988.23,13,5,20,1,1,2,19,73.38,9.00,98.65,2.00,2.00,7.00,11566647.00,S1C63SD16C18WC3WD17C69ED10C31ED10C47BD22C72ED3C74EC70ED4C1WD4C33EC34EC35EC36EC37EC38EC39EC41EC42EC43EC46EC45EC44EC40EC30EC48EC29EC28EC49EC27EC26EC12EC17EC16EC14EC15EC13EC6EC7EC9EC10EC11EC8EC5EC25EC20EC19EC2EC21EC22EC23EC4EC24EC51EC50EC52EC53EC54EC55EC56EC57EC58EC59EC60EC61EC62ED14C64ED1C32BD34C68EC67EC73EC65EC66EC71E
6:9:20:2:1:3:20,10244.13,6,9,20,2,1,3,20,33.66,15.00,100.00,6.00,4.00,10.00,13004296.00,S1D16C3WD17C69EC65ED12C31BD11C72WD11C1ED8C73BD8C74EC70ED7C68ED7C51EC50EC52EC53EC54EC55EC57EC58EC59EC60EC61EC62EC63ED6C56WD5C67BD5C64WD25C35EC36EC37EC38EC39EC41EC42EC43EC46EC45ED23C71EC66ED23C30EC48EC29EC28EC49EC27EC26EC40EC44EC12EC17EC16EC14EC15EC13EC6EC7EC9EC10EC11EC8EC5EC25EC20EC19EC2EC21EC22EC23EC24ED24C32ED20C18BD19C47BD30C4BD35C33EC34E
6:9:20:2:1:3:16,10179.71,6,9,20,2,1,3,16,34.65,15.00,100.00,6.00,3.00,10.00,10334026.00,S1D16C47WD17C69EC73ED12C31BD11C72WD11C1ED8C74EC70ED8C4BD7C68ED5C71BC67BD5C64WD25C30EC48EC29EC28EC49EC27EC26EC36EC37EC38ED22C3BD23C65EC66ED24C33ED20C18BD30C5BD30C39EC41EC42EC43EC46EC45EC44EC40EC12EC17EC16EC14EC15EC13EC6EC7EC9EC10EC11EC8EC25EC20EC19EC2EC21EC22EC23EC24EC51EC50EC52EC53EC54EC55EC56EC57EC58EC59EC60EC61EC62EC63ED35C34EC35ED1C32E
6:9:20:2:1:3:17,10351.56,6,9,20,2,1,3,17,34.78,15.00,100.00,7.00,3.00,10.00,10365436.00,S1D16C3WD17C69EC73ED24C33ED23C65EC66ED23C39EC41EC42EC43EC46EC45EC44EC40EC12EC17EC16EC14EC15EC13EC6EC7EC9EC10EC11EC8EC25EC20EC19EC2EC21EC22EC23EC24EC51EC50ED11C72WD11C1ED9C47BD8C74EC70ED8C4BD14C56BC55BC54BC53BC52BC62BC63BC60BC59BC58BC57BC61BD1C32ED20C18BD20C31BD25C30EC48EC29EC28EC49EC27EC26EC36EC37EC38ED7C68ED5C71BC67BD5C64WD30C5BD35C34EC35E
6:9:20:2:1:3:18,10264.80,6,9,20,2,1,3,18,31.77,15.00,100.00,8.00,3.00,10.00,10939101.00,S1D16C69ED16C71ED16C65BD17C67BD21C18WC3WD21C5WD21C33ED15C72ED19C56BC55BC54BC53BC52BC62BC63BC60BC59BC58BC57BC61BD33C68ED33C25EC20EC19EC2EC21EC22EC23EC24EC51EC50ED18C31BD1C66BD14C35EC36EC37EC38EC39EC41EC42EC43EC46EC45EC44EC40EC30EC48EC29EC28EC49EC27EC26EC12EC17EC16EC14EC15EC13EC6EC7EC9EC10EC11EC8ED9C4BD23C1ED27C74EC70ED27C47EC32ED5C73BD7C34BD4C64W
16:4:12:1:1:1:20,5279.34,16,4,12,1,1,1,20,89.63,7.00,60.81,1.00,1.00,5.00,12150156.00,S1C41SC42SC43SC46SC45SC44SC40SC12SC14SC6SC7SC9SC10SC11SC8SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD16C37ED17C38ED21C69EC73EC65EC66EC71ED11C74BC70BD10C39ED8C24WC17WC16WC15WC13WD3C64EC72EC68EC67EC1EC18EC3EC4EC25EC20EC19EC2EC21EC22EC23EC5EC32EC31EC47EC30EC48EC29EC28EC49EC27EC26EC33EC34EC35EC36E
17:4:15:2:1:1:6,3344.60,17,4,15,2,1,1,6,96.14,7.00,77.03,6.00,0.00001,2.00,5478447.00,S1C51SC50SC62SC63SC61SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SD11C74ED10C73BD9C33BC34BC35BC36BC37BC38BC39BC40BC41BC42BC44BC59BC60BC56BC26BC27BC49BC28BC55BC54BC53BC52BD25C66BC67BD27C71EC72EC69EC64EC68EC1ED26C70BC65BD26C18BC3BC4BC20BC19BC25BC2BC21BC22BC5BC23BC24BC32BD35C31BC47BC30BC48BC29BC43BC45BC46BC57BC58B
16:4:12:1:1:1:18,3143.92,16,4,12,1,1,1,18,93.42,7.00,59.46,4.00,1.00,2.00,11189304.00,S1C30SC48SC29SC28SC49SC27SC26SC6SC7SC9SC10SC11SC8SC46SC45SC44SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD17C72EC68EC67EC1EC18EC3EC4EC25EC20EC19ED21C47WC32WC33WC34WC35WC36WD23C73BC70BD25C74EC65EC66EC69EC71ED10C31BD8C5BC23BC24BC21BC22BC2BC12BC17BC16BC15BC13BC14BC40BC39BC38BC37BC41BC42BC43BD3C64B
16:4:12:1:1:1:19,3750.94,16,4,12,1,1,1,19,94.16,7.00,60.81,3.00,1.00,3.00,11525710.00,S1C41SC42SC43SC46SC45SC44SC40SC12SC14SC6SC7SC9SC10SC11SC8SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD16C71EC72ED17C24WC17WC16WC15WC13WD15C68EC67EC69ED24C73BD23C65EC66EC64EC1EC18EC3EC4EC25EC20EC19EC2EC21EC22EC23EC5EC32EC31EC47EC30EC48EC29EC28EC49EC27EC26EC33EC34EC35EC36EC37ED27C74BC70BD14C38BC39B
13:4:17:1:1:1:20,2945.27,13,4,17,1,1,1,20,73.46,7.00,86.49,3.00,2.00,2.00,14018635.00,S1C51SC50SC52SC53SC54SC55SC61SC60SC62SC63SD17C69EC71EC66EC68ED24C65BD11C73BD25C74BC70BD3C64WC72WD28C24WC8WC58WC59WC57WC56WD1C67EC1EC18EC3EC4EC25EC20EC19EC2EC21EC22EC23EC5EC32EC31EC47EC30EC48EC29EC28EC49EC27EC26EC33EC34EC35EC36EC37EC38EC39EC41EC42EC43EC46EC45EC44EC40EC12EC17EC16EC14EC15EC13EC6EC7EC9EC10EC11E
15:2:18:1:1:1:4,2946.41,15,2,18,1,1,1,4,86.23,4.00,90.54,3.00,0.00001,2.00,4611423.00,S1C44SC9SC10SC51SC62SC63SC61SD33C24BC12BC17BC16BC15BC13BC14BC6BC11BC7BC8BD23C73BC70BD23C36BC37BC38BC39BC40BC41BC42BC43BC45BC46BC57BC58BC59BC60BC56BC55BC54BC53BC52BC50BD25C71EC72EC68EC67EC1EC18EC3EC4EC25EC20EC19EC2EC21EC22EC23EC5EC32EC31EC47EC30EC48EC29EC28EC49EC27EC26EC33EC34EC35ED5C64EC74EC65EC66EC69E
15:2:18:1:1:1:3,2940.48,15,2,18,1,1,1,3,84.57,4.00,90.54,3.00,0.00001,2.00,4509872.00,S1C44SC9SC10SC51SC62SC63SC61SD22C70BC73BD6C36BC37BC38BC39BC40BC41BC42BC43BC45BC46BC57BC58BC59BC60BC56BC55BC54BC53BC52BC50BD27C71EC72EC68EC67EC1EC18EC3EC4EC25EC20EC19EC2EC21EC22EC23EC5EC32EC31EC47EC30EC48EC29EC28EC49EC27EC26EC33EC34EC35ED14C64EC74EC65EC66EC69ED14C24BC12BC17BC16BC15BC13BC14BC6BC11BC7BC8B
8:10:20:2:2:4:20,13435.67,8,10,20,2,2,4,20,45.37,18.00,100.00,7.00,6.00,13.00,14411847.00,S1D16C71EC72EC73ED21C35EC36EC37EC38ED21C23WD15C4WC20WD20C26EC27EC6EC7EC9EC10EC8EC51EC50EC52EC53EC54EC55EC56EC57EC58EC59EC60EC61EC62EC63ED20C2BC21BD22C65BD22C13WC11WD23C39ED10C18BC3BD6C66ED6C30EC48ED3C22BD4C41ED2C19WD2C31BC47BC32BD14C33EC34ED1C29EC28EC49ED18C68EC67EC69ED19C5WD24C40EC42EC43EC46EC45EC44EC17EC16EC14EC15ED27C74BC70BD27C64ED27C25WD27C24BC12BD29C1E
7:9:20:1:1:4:20,12054.51,7,9,20,1,1,4,20,37.92,16.00,100.00,4.00,2.00,13.00,13010678.00,S1D17C67BD17C69ED13C48BC29BC28BC49BC27BC26BC56BC55BC54BC53BC52BC50BC51BC62BC63BC61BC44BD21C30ED15C25BC19BC21BC22BC2BC12BC40BC39BC38BC36BC37BC41BC42BC43BC45BC46BC57BC58BC59BC60BD19C5WC23WC24WC17WC16WD18C33ED18C6BC11BC7BC8BC9BC10BC13BC15BC14BD14C64ED9C34EC35ED10C71EC72ED11C31EC47ED23C65EC66ED26C74EC70ED5C3WC4WC20WD7C73ED7C32ED4C1EC18ED30C68E
17:4:15:2:1:1:5,3304.69,17,4,15,2,1,1,5,96.18,7.00,77.03,6.00,0.00001,2.00,5210305.00,S1C51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SC9SC10SC8SD20C66BC70BD10C74BD8C64BD1C68EC67EC69ED4C24BD27C73EC71EC72EC1EC18EC3EC4EC25EC20EC19EC2EC21EC22EC23EC5EC32EC31EC47EC30EC48EC29EC28EC49EC27EC26EC33EC34EC35EC36EC37EC38EC39EC41EC42EC43EC46EC45EC44EC40EC12EC17EC16EC14EC15EC13EC6ED32C65BD32C7BC11B
17:4:15:2:1:1:4,2617.06,17,4,15,2,1,1,4,96.29,7.00,72.97,7.00,1.00,1.00,4922284.00,S1C30SC48SC29SC28SC49SC27SC26SC44SC9SC10SC51SC50SC52SC53SC54SC55SC56SC61SC62SC63SD16C66WD21C72BC18BC3BC4BC20BC19BC25BC2BC21BC22BC5BC23BD22C70BC73BD22C65BD8C74BD3C64BD3C1BC24BC12BC17BC16BC15BC13BC14BC6BC11BC7BC8BD14C31BC47BC32BC33BC34BC35BC36BC37BC38BC39BC40BC41BC42BC43BC45BC46BC57BC58BC59BC60BD32C68EC67EC69EC71E
13:4:17:1:1:1:19,3024.19,13,4,17,1,1,1,19,77.76,7.00,86.49,3.00,2.00,2.00,11312915.00,S1C51SC50SC52SC53SC54SC55SC61SC60SC62SC63SD12C69EC73EC65EC66EC71ED10C72EC68EC1EC18EC3EC4EC25EC20EC19EC2EC21EC22EC23EC5EC32EC31EC47EC30EC48EC29EC28EC49EC27EC26EC33EC34EC35EC36EC37EC38EC39EC41EC42EC43EC46EC45EC44EC40ED9C74BC70BD8C64WD14C67BD18C24WC17WC16WC15WC13WD27C12BC6BC11BC7BC8BC9BC10BC14BC58BC59BC57BC56B
13:4:17:1:1:1:18,3123.58,13,4,17,1,1,1,18,76.74,7.00,83.78,3.00,2.00,2.00,11159512.00,S1C12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SD17C5BD15C68EC67EC72EC74EC70EC1EC18EC3EC4EC25EC20EC19EC2EC21EC22EC23ED20C30BC48BC29BC28BC49BC27BC26BC56BC55BC54BC53BC52BC50BC51BC62BC63BC61BC44BD22C65EC66EC69EC73EC71ED5C64WD14C24WD18C31BC47BC32BC33BC34BC35BC36BC37BC38BC39BC40BC41BC42BC43BC45BC46BC57BC58BC59BC60B
12:3:19:1:1:1:5,2931.85,12,3,19,1,1,1,5,69.09,6.00,97.30,3.00,1.00,2.00,5345393.00,S1C9SC10SD18C68EC67EC1EC18EC3EC4EC25EC20EC19EC2EC21EC22EC23EC5EC32EC31EC47EC30EC48EC29EC28EC49EC27EC26EC33EC34EC35EC36EC37EC38EC39EC41EC42EC43ED1C56BC55BC54BC53BC52BC50BC51BC62BC63BC60BC59BC58BC57BC46BC45BC44BC61BD3C72WD6C64BC74BC70BD4C24BC12BC17BC16BC15BC13BC14BC40BC6BC11BC7BC8BD25C73EC65EC66EC69EC71E
12:3:19:1:1:1:6,3727.24,12,3,19,1,1,1,6,70.91,5.00,93.24,3.00,0.00001,3.00,5626513.00,S1C62SC63SC59SC60SC61SD17C58BD13C69ED12C71EC72EC73EC65EC66EC68EC1EC18EC3ED12C31EC47EC32EC33EC34EC35EC36EC37EC38EC39EC41EC42EC43EC46EC45EC44EC40EC30EC48EC29EC28EC49EC27EC26EC12EC17EC16EC14EC15EC13EC6EC7EC9EC10EC11EC8EC5EC25EC20EC19EC2EC21EC22EC23EC4EC24EC51EC50EC52EC53EC54EC55EC56EC57ED4C64BC74BC70BD1C67B
12:3:19:1:1:1:7,3893.32,12,3,19,1,1,1,7,72.00,6.00,97.30,4.00,0.00001,3.00,5988142.00,S1C9SC10SD16C69EC65EC66EC71EC72ED11C46ED8C64BC74BC70BD2C56BC55BC54BC53BC52BC50BC51BC62BC63BC60BC59BC58BC57BC45BC44BC61BD28C73BD28C68EC67EC1EC18EC3EC4EC25EC20EC19EC2EC21EC22EC23EC5EC32EC31EC47EC30EC48EC29EC28EC49EC27EC26EC33EC34EC35EC36EC37EC38EC39EC41EC42EC43ED26C24BC12BC17BC16BC15BC13BC14BC40BC6BC11BC7BC8B
16:9:19:1:1:4:20,12566.92,16,9,19,1,1,4,20,90.38,16.00,94.59,3.00,5.00,13.00,13585193.00,S1C62SC63SC61SC60SD16C3WD17C69EC71ED12C31BC47BD11C72WD11C18BD25C48EC29EC28EC49EC27EC26EC36EC37EC38ED23C68ED23C66ED23C4EC25EC20EC19EC2EC21EC22EC23EC5EC24EC12EC17EC16EC14EC15EC13EC6EC7EC9EC10EC11EC8EC43EC46EC45EC44EC51EC50EC52EC53ED24C30ED6C64WD5C67BD5C32EC33ED3C1WD4C56WC55WC54WC57WC58WC59WD2C73EC65ED2C74EC70ED1C34EC35ED18C39ED30C40ED35C41EC42E
12:3:19:1:1:1:3,2955.22,12,3,19,1,1,1,3,70.88,5.00,94.59,3.00,1.00,2.00,4540865.00,S1C51SC62SC63SC61SD17C68EC67EC64EC1EC18EC3EC4EC25EC20EC19EC2EC21EC22EC23EC5EC32EC31EC47EC30EC48EC29EC28EC49EC27EC26EC33EC34EC35EC36EC37EC38EC39EC41EC42ED21C24BC12BC17BC16BC15BC13BC14BC40BC43BC45BC46BC57BC58BC59BC60BC56BD24C6BC11BC7BC8BC9BC10BC44BC55BC54BC53BC52BC50BD25C73EC65EC66EC69EC71ED25C74BC70BD26C72W
18:5:15:1:1:1:3,2959.39,18,5,15,1,1,1,3,103.72,8.00,74.32,2.00,4.00,2.00,4544801.00,S1C51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SC24SC9SC10SC11SC8SD21C71BC73BD22C70WD9C72WD1C68EC67EC69ED18C66WD30C65EC1EC18EC3EC4EC25EC20EC19EC2EC21EC22EC23EC5EC32EC31EC47EC30EC48EC29EC28EC49EC27EC26EC33EC34EC35EC36EC37EC38EC39EC41EC42EC43EC46EC45EC44EC40EC12EC17EC16EC14EC15EC13EC6EC7ED5C64WD26C74B
12:3:19:1:1:1:4,2934.30,12,3,19,1,1,1,4,67.35,6.00,97.30,3.00,1.00,2.00,4679635.00,S1C9SC10SD19C24BC12BC17BC16BC15BC13BC14BC40BC6BC11BC7BC8BD24C72WD9C68EC67EC1EC18EC3EC4EC25EC20EC19EC2EC21EC22EC23EC5EC32EC31EC47EC30EC48EC29EC28EC49EC27EC26EC33EC34EC35EC36EC37EC38EC39EC41EC42EC43ED3C73EC65EC66EC69EC71ED2C64BC74BC70BD1C56BC55BC54BC53BC52BC50BC51BC62BC63BC60BC59BC58BC57BC46BC45BC44BC61B
18:5:15:1:1:1:4,3011.55,18,5,15,1,1,1,4,101.59,8.00,74.32,3.00,3.00,2.00,4689510.00,S1C51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SC24SC9SC10SC11SC8SD16C72WD12C73BD10C74BC70BD2C64WD7C65EC1EC18EC3EC4EC25EC20EC19EC2EC21EC22EC23EC5EC32EC31EC47EC30EC48EC29EC28EC49EC27EC26EC33EC34EC35EC36EC37EC38EC39EC41EC42EC43EC46EC45EC44EC40EC12EC17EC16EC14EC15EC13EC6EC7ED20C66WD33C71BD35C68EC67EC69E
18:5:15:1:1:1:5,2958.29,18,5,15,1,1,1,5,104.20,8.00,74.32,2.00,4.00,2.00,5424914.00,S1C51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SC24SC9SC10SC11SC8SD21C71BC73BD22C70WD9C72WD2C66WD1C68EC67EC69ED5C64WD26C74BD30C65EC1EC18EC3EC4EC25EC20EC19EC2EC21EC22EC23EC5EC32EC31EC47EC30EC48EC29EC28EC49EC27EC26EC33EC34EC35EC36EC37EC38EC39EC41EC42EC43EC46EC45EC44EC40EC12EC17EC16EC14EC15EC13EC6EC7E
18:5:15:1:1:1:6,4583.75,18,5,15,1,1,1,6,103.07,8.00,75.68,3.00,1.00,4.00,5569861.00,S1C44SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC24SC51SC62SC63SC61SD17C69ED10C35ED8C64BC73BC70BD2C36BC37BC38BC39BC40BC41BC42BC43BC45BC46BC57BC58BC59BC60BC56BC55BC54BC53BC52BC50BD4C65BD25C74ED28C66EC68EC67EC1EC18EC3EC4EC25EC20EC19EC2EC21EC22EC23EC5EC32EC31EC47EC30EC48EC29EC28EC49EC27EC26EC33EC34ED26C72WC71W
18:5:15:1:1:1:7,3776.59,18,5,15,1,1,1,7,101.72,8.00,74.32,3.00,2.00,3.00,5976200.00,S1C46SC45SC44SC9SC10SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD17C69EC73EC65EC66EC71ED11C72WD8C64WD5C67BD26C74BC70BD33C68ED30C1EC18EC3EC4EC25EC20EC19EC2EC21EC22EC23EC5EC32EC31EC47EC30EC48EC29EC28EC49EC27EC26EC33EC34EC35EC36EC37EC38EC39EC41EC42EC43ED31C24BC12BC17BC16BC15BC13BC14BC40BC6BC11BC7BC8B
17:10:19:2:1:4:20,14129.23,17,10,19,2,1,4,20,98.23,17.00,97.30,8.00,4.00,14.00,12255243.00,S1C44SC61SD16C68ED16C18BD16C40ED17C38ED13C5BC23BC24BD13C31BC47BD13C28BC49BC27BC26BC56BC55BC54BC53BC52BC50BC51BC62BC63BC60BC59BC58BC57BC46BC45BD13C22WC16WD12C37BD21C69ED21C67ED24C65ED11C32ED9C72WD8C73ED8C33EC34ED3C39EC41EC42EC43ED7C64BC74BD7C30EC48EC29ED4C70BC71BC66BD27C35ED29C1EC3EC4ED34C36ED19C25WC19WD19C12BC17BC15BC13BC14BC6BC11BC7BC8BC9BC10BD18C20WC2WC21W
20:7:6:2:1:2:9,8210.56,20,7,6,2,1,2,9,126.28,13.00,28.38,6.00,1.00,8.00,7160742.00,S1C30SC48SC29SC28SC49SC27SC26SC36SC37SC38SC39SC41SC42SC43SC46SC45SC44SC40SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC5SC25SC20SC19SC2SC21SC22SC23SC24SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD16C71EC72ED17C69ED17C73BD13C31BC47BC32BD11C74ED22C1ED7C35ED5C33EC34ED4C70BC65BD2C64BD14C18BC3BD33C67ED33C4BD30C68ED35C66W
17:3:10:1:1:1:20,4386.28,17,3,10,1,1,1,20,100.79,6.00,48.65,0.00001,2.00,4.00,11955921.00,S1C36SC37SC38SC39SC41SC42SC43SC46SC45SC44SC40SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC26SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD24C72EC71EC69EC64EC1EC18EC3EC4EC25EC20EC19EC2EC21EC22EC23EC5EC32EC31EC47EC30EC48EC29EC28EC49EC27ED25C33WC34WD10C24WD9C74EC70EC73EC65EC66ED4C35ED33C68EC67E
19:6:9:1:1:2:20,6082.79,19,6,9,1,1,2,20,110.39,10.00,44.59,2.00,2.00,6.00,12776647.00,S1C30SC48SC29SC28SC49SC27SC26SC36SC37SC38SC39SC41SC42SC43SC46SC45SC44SC40SC6SC7SC9SC10SC11SC8SC13SC14SC15SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD17C69ED10C71ED8C64EC74EC70EC73EC65EC66ED14C68ED1C3BC4BC20BC19BC25BC2BC21BC22BC5BC23BC24BC12BC17BC16BD6C67BD5C72ED4C1ED29C18WD33C31WC47WC32WC33WC34WC35W
12:5:19:1:1:2:5,6141.33,12,5,19,1,1,2,5,70.17,8.00,97.30,3.00,0.00001,6.00,5132374.00,S1C9SC10SD17C46ED15C68EC67ED18C71EC72EC65EC66EC70EC1EC18EC3EC4EC25EC20EC19EC2EC21EC22EC23EC5EC32EC31EC47EC30EC48EC29EC28EC49EC27EC26EC33EC34EC35EC36EC37EC38EC39EC41EC42EC43ED1C69ED14C40ED14C56BC55BC54BC53BC52BC50BC51BC62BC63BC60BC59BC58BC57BC45BC44BC61BD3C64BC74BD4C73ED10C24BC12BC17BC16BC15BC13BC14BC6BC11BC7BC8B
18:3:11:1:1:2:20,6119.24,18,3,11,1,1,2,20,102.09,6.00,52.70,0.00001,2.00,6.00,13549754.00,S1C36SC37SC38SC39SC41SC42SC40SC46SC44SC12SC14SC6SC7SC9SC10SC11SC8SC28SC49SC27SC26SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD12C69EC65EC66EC71EC72ED24C74EC70EC64EC68EC67EC1EC18EC3EC4EC25EC20EC19EC2EC21EC22EC23EC5EC32ED24C34ED24C24WC17WC16WC15WC13WD23C73ED6C35ED26C33ED29C31WC47WC30WC48WC29WC43WC45W
17:3:10:1:1:1:18,5156.12,17,3,10,1,1,1,18,100.03,6.00,50.00,1.00,1.00,5.00,11076484.00,S1C38SC39SC41SC42SC43SC46SC45SC44SC40SC37SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC24SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD15C36BD20C67EC69EC73EC71EC72ED21C68EC74EC70EC1EC18EC3EC4EC25EC20EC19EC2EC21EC22EC23EC5EC32EC31EC47EC30EC48EC29EC28EC49EC27EC26EC33ED22C65EC66ED5C64ED14C34WD14C35E
17:3:10:1:1:1:19,2774.76,17,3,10,1,1,1,19,100.17,5.00,50.00,1.00,2.00,2.00,11494120.00,S1C41SC42SC43SC46SC45SC44SC12SC17SC16SC14SC15SC13SC6SC7SC9SC10SC11SC8SC24SC28SC49SC27SC26SC51SC50SC52SC53SC54SC55SC56SC57SC58SC59SC60SC61SC62SC63SD17C69EC73EC65EC66EC71ED27C74EC70EC72EC68EC1EC18EC3EC4EC25EC20EC19EC2EC21EC22EC23EC5EC32EC31EC47EC30EC48EC29ED4C64WD2C67BD18C33WC34WC35WC36WC37WC38WC39WC40W
